text,class
"Персонал супер, товары свежие",1
Отличный персонал. Ассортимент конечно скудноват.,1
"Хороший, но маленький, тесновато. В алкогольном отделе почти всегда посреди зала полёты с продукцией. Нет банкомата",0
Очень хорошо,1
"Обычная средняя пятерочка, не плохой ассортимент! Не большие очереди, удобное расположение.",1
"Отличная, пятёрочка, затарится можно👍🤗",1
Маленький магазинчик. Товар из каталога не весь предоставлен.,0
"Товар в порядке, но только не очень широкий выбор. Торговая площадь маловатая, и нет строгой хозяйки для того,что бы было опрятно в торговом зале.",0
"Чистый приятный магазин, постоянно обновляется ассортимент, вежливый и доброжелательный персонал. Есть другие Пятерочки рядом с домом, но я предпочитаю эту.",1
"Нет в продаже сигарет
",0
"Ходим с мужем в нее постоянно.  Хорошо, чтотона возле дома.",1
"Много товаров, приемлемые цены,но слишком тесно .",1
"Вежливый персонал, проходной место всегда много народу на кассе, поэтому 4",1
"Хороший магазин, чистый.",1
хороший магазин. на проходном месте с большим выбором товара,1
"Живу рядом, на просроченные продукты ни разу не попадалась. Кассиры в основном молодцы - очередей нет, вежливые.",1
Большой удобный  магазин,1
"Отличный магазин,сотрудники доброжелательны,чистота,хороший выбор товаров!",1
"После ремонта - просто пушка бомба ракета! Просторная, удобная, светлая. Ещё и кассы самообслуживания, за что отдельное спасибо! Мой внутренний интроверт ликует🥳",1
Неплохо. Всё есть как во всей сети.,1
"Очень большой магазин,много товара и народа там всегда не очень много.Поэтому все что вам нужно можно спокойно приобрести.",1
"Грязный магазин, мне не понравилось обслуживание 
Очень маленький и неудобный магазин",0
"Нет холодильника для напитков !!!
В такую жару пить теплое !это издевательство 
На что персонал отвечает ,что нет бюджета на холодильники 
",0
После переделки все стало ещё лучше и приятнее мне очень нравится  торговая сеть ПЯТЁРОЧКА удачи и здоровья вам и всем сотрудникам сети,1
выгодно и рядом с домом,1
Прикольно,1
"Я привык в неё ходить. Все приветливые общительные., Долго в",0
"Хорошая Пятерочка, есть автомат с кофе, пандус для колясок.",1
Всегда свежая выпечка . Кассы самообслуживания тоже плюс.,1
"Средненький магазин. Следить за ними надо. Бывает пробивают не по ценнику, деньги возвращают без проблем.",0
Хорошо магазин продукты всегда свежие,0
"Недалеко от дома. Акции, которые есть в других Пятёрочках, почему то нет в этой Пятёрочке.",1
"Магазин хороший, кассир есть которая хамит и бывают фрукты гнилые, администратор не веполняет свою раб, остальное все в норме.",1
Шаговая доступность.,1
Пострянно обсчитывают кассиры,0
В сезон дождей и снега бывает грязновато. Иногда срок годности нужно проверять. И лучше бы на Хесина 13 был бы этот магазин,1
Хорошо ,1
Есть чем выбрать,1
"Всегда чистенько,очень вкусная выпечка и отличные кассиры,готовые всегда помочь!",1
"Всегда свежая выпечка, что не может не радовать",1
Обычная небольшая пятёрочка.,1
"Рядом с домом, хороший персонал.",1
"Хроший магазин, рядом с домом!",1
"Вполне неплохой магазин. Цены норм, сотрудники норм и есть вполне неплохой ассортимент чего хочешь взять. Очень часто в него хорошо и всегда только радуюсь ему.",1
Всё отлично!,1
Хороший магазин,1
"В Час Пик не достаточно сотрудников, кассиров для обслуживания покупатей, огромные очереди!!!!!!!",0
Небольшой магазинчик. Заглядываю в него когда захожу в гости.,1
"Стандартный магазин, обычный набор. Обслуживание вежливое
",1
В целом хороший магазин в котором даже постричься можно) но проверять чек и соответствие заявленной цены и той которую вы заплатили обязательно!,1
Неудобно расположены кассы,1
"Магазин чистый, товар соответствует ценникам, сотрудники вежливые, что ещё надо) ",1
"Лучшая""Пятерочка"" по ассортименту в Старом и Новом Петергофе. Находится напротив коттеджного поселка ""Сад времени""",1
"Очень понравилось, кассир Владимир помог с выбором и предложил выгодные товары. ",1
"Аккуратный, чистый магазин. Много акции и скидок. Продукты свежие.",1
Я бы снесла эту забегаловку с просрочкой и с ценниками-обманушками. И продавцов неуважительных туда же,0
"Супер, очень нравится персонал",1
"Парковка удобная, персонал хороший, товар всегда свежий и всегда есть",1
"Часто отсутствуют акции, которые есть в других магазинах. Маленький выбор овощей и фруктов. Больше нравится ""Пятёрочка"" на Художников угол с Поэтическим бульваром.",0
"Маленький магазинчик , ассортимент не весь ",0
"Одна из самых приятных Пятерочек, так как магазин находится в хорошем районе города Колпино.",1
"Классная пятерка, чисто-аккуратно все, из двух в Ульяновке выбираю её, хороший ассортимент.",1
"Всё прекрасно, есть и выпечка, и аппараты самообслуживанния ",1
Хороший персонал.,1
Была вчера. Будний день. 16.00.Нет картофеля нового урожая. Маленький выбор алкогольной продукции,1
"Так пятёрочка как пятёрочка, но если не лень пройти лишних пятьсот метров, то лучше пройти и сходить в большую",1
"Обычный супермаркет, можно купить что по мелочи ) ",1
"Молодцы, так и держать магазин! Все продукты есть, желательно конечно уборку зала, делать до прихода покупателей, утром!",1
"Часто прибывает не то цену  помидоры за другую подороже !, не меняются ценники говарят что компьютере поменяли а там не успели!",0
"Маленький магазин в центре города. Удобно расположен. В принципе и писать нечего обычная пятерочка. Спасибо что расположены рядом, мне удобно.",1
"Зашёл купить чего нить к пиву. Во, сёмга прикольная. Ой, только чего то заветрилась ))))
Аккуратнее. Осматривайте товар и срок годности",0
"Магазин большой, но выбор очень судный, наверное из-за конкуренции Ленты через дорогу. Парковка удобная и большая",1
Товар нехороший и продавец очень плохая но не все,1
Большой и просторный магазин. Чисто.,1
"мясомолочки бедный выбор, сроки плохие, холодильники в состоянии перманентной разморозки. Неплохой выбор пива, если по акциям.",0
"Как все Пятёрочки,а  в Пятерочке напротив ассортимент больше!",1
"Здравствуйте, да большой хороший магазин, вежливый персонал.",1
Спасение в этой местности...,1
"Рядом с домом. Довольно чисто. Но встречаются просрочки.
",1
"Магазин большой, но цены нужно постоянно проверять.",1
"Рядом с домом, большой ассортимент, регулярные скидки, есть накопительная карта.",1
"Хороший ассортимент товаров. Всегда есть какие-то акции. Удобно, что рядом с домом.",1
"Обслуживают быстро
Очередей не замечал",1
"Пятёрочка хорошего уровня. 2 этажа, есть лифт. Ассортимент большой",1
Ровный магаз ,1
Хорошее расположение,1
"Ужасная… вроде центр города, а как-будто зашла в деревенский магазин",0
"Разнообразие товаров радует, вежливые продавцы, кассы самообслуживания просты в обращении",1
"Хороший магазин. Всё есть. Чисто, зона овощей и фруктов всегда в порядке и чистоте",1
"Хотелось бы, чтобы с ценниками навели порядок. Не всегда на своих местах располагаются, не очень читаемы.",1
"Хороший, чистый и приятный магазин около дома. Рекомендую.",1
"Чисто, адекватный персонал. Но с выбором овощей-фруктов прям беда какая-то, стабильно мало что есть",1
Пятёрка на пятёрку,1
"Там даже и не знают, что ценники нужны для покупателей. Зачастую товар пол дня стоит на полетах в зале и у пожарного выхода, так и разбирают с полетов.",0
"Очень  понравилось,  всё на своих местах, очень  удобно",1
Чистая пятёрочка. Большая парковка. Есть отдел выпечки.,1
"Не очень,персонал говорит неверное расположение товаров.",0
Чистенько.всё понравилось,1
Отвратительная Пятерка не ходите туда! Работают Хамы! В ценах беспредел! В 30лет паспорт спрашивают,0
Дикие цены,0
Персонал не очень и вообще всё очень плохо 🤢,0
Хороший выбор алкашки,1
"Ценники не соответствуют цене товара, необходимо проверять чеки.Не слишком вежливые сотрудники.",0
"Большой выбор,чистая ,",1
"Сколько раз был, Всё отлично!!!",1
Маленькая,1
"Сиги не продают, а алкашку только в путь.",0
"Чисто и красиво.
Выглядит как элитный магазин.",1
Как и любая другая Пятёрочка. Обычный продуктовый магазин.,1
С каждым днём всё хуже и хуже,0
"Большой, чистый магазин, хороший ассортимент.",1
"Очень маленький магазин. Не развернуться, когда идёшь с тележкой 🛒. Всего много, но маловат.",0
"Мне хорошо потому, что я живу в этом доме. Мне УДОБНО! Магазин чистый, аккуратный!",1
"Большой магазин, продавцов на кассах хватает. Мне всё понравилось",1
"Рядом с домом, много нужных товаров, удобная обстановка",1
"Качество, цены и вкуснейшие продукты, мои рекомендации!!!",1
"Обычная Пятёрочка. Нам было удобно ,т.к было близко от гостиницы",1
Молодцы хороший асортимент,1
Магазин в пешей доступности от дома. Для такой небольшой площади большой ассортимент.,1
Хороший магазин удачно расположен был так себе сейчас подрос  но чевото не хватает,1
Очень маленькое и неудобное для магазина помещение. От этого скромный ассортимент. Мало касс поэтому очереди.,0
Хорошая пятёрочка. Очень радует наличие пекарни. Хлеб и булочки на высоте! Очередей практически никогда нет. Наличие товара - всегда всё есть.,1
"Персонал вежливый, выбора товар есть, гнилой товар сразу перебирают, качество отборное, чисто, кассы работают на сомобслуживание всегда стоят что бы помочь сразу ",1
Закрывается рано ,1
Обычная пятёрочка в шаговой доступности,1
Магазин на каждый день. После ремонта слал намного приятней. Работает система лояльности для постоянных покупателей. При ошибке в ценнике - продают по цене в ценнике!,1
"Все хорошо, а главное приемлемые цены.",1
"Очень удобно, рядом с домом",1
Хорошие арбузы по хорошим ценам,1
Приветливый персонал. Хороший ассортимент. Всегда  свежие продукты. Хорошие скидки.,1
Маленький ассортимент,0
"Ничего нового, ценников нет, кассы работают только две(обычно)...но в общем как и вовсех подобных магазинах...",0
"В магазине чисто, а это очень важно. Отзывчивый персонал и хороший выбор еды",1
"Нравится именно эта пятёрочка. В магазине просторно, практически всегда есть нужные продукты. Обслуживание доброжелательное, есть кассы самообслуживания.",1
"Домашняя атмосфера , приветливый персонал.",1
"Нормальная 5ка, ничего сверхъестественного. Кассиры честно не продают запрещёнку без паспорта. Чисто, насекомых не заметил",1
"Отвратительное руководство. Просили разобраться с ситуацией, хамка. Товары лежат не понятно как, ценников нет на многих товарах.",0
Не вернули разницу в цене на ценнике и кассе,0
"Широкие проходы между рядами, можно с коляской. Чистота в магазине. Ни разу не нашла просроченный товар. Вежливое обслуживание. Широкий ассортимент",1
Цивилизация,1
"Ассортимент маленький,акции вовремя не выставляются.Часто нет товаров из каталогов.Бывают не свежие продукты.",0
Очень удобный магазин. Всегда есть что купить по дороге к метро.,1
"Нормальный магазин, если еду мимо, обязательно тормозну. На парковке всегда свободное местечко есть и ассортимент товаров хороший.",1
"Отличный магазин! Хороший ассортимент, скидки!
Чисто!",1
"Пойдет, но ничего особенного нет... хотя, если учитывать то, в какой мы живем деревне, то это просто 6/5",0
Средне,0
"В любой 5ке всегда всё в норме... Не знаю, за что её хают, но меня там всё устраивает...!👍✌️😜",1
Раньше была лучше пятёрочка.теперь ходишь по котокомбам.пока что-то найдёшь......,0
Анжела было другое сейчас её переделали очень красиво удобно много чего там есть даже выпечка теперь как больших магазинах в центре города,1
"Пятерочка выручает. Думаю больших комментариае не нужно. Оптовикам там не место, но она всегда под боком.",1
Пятерочка выручает!!!!,1
"Персонал, расположение, чистота",1
Ворует баллы с карты лояльности кассир Курги Елена владимировна.проводит своей картой лояльности вместо вашей.Будьте внимательны.Заявление в главный офис я написал.,0
"Хороший супермаркет, большой выбор",1
"Новый магазин. Чистый, людей мало, товар разнообразный. Мне нравится. По пути домой,заезжаем в эту Пятерочка.",1
"Есть парковка, есть касса самообслуживания, компетентный персонал и вкусная свежая выпечка.",1
"Отличный магазин! Предпочитаю другим продуктовым магазинам, которые поблизости. Всегда достойный выбор продуктов на разный кошелёк. Близко, удобно, чисто.",1
"Большая, просторная, чистота и порядок, большой ассортимент!",1
"Магазин нравится, бывают очереди, но только в выходные.",1
Ассортимент алкоголя не очень. ,1
"Очень хороший магазин, с приятными ценами, очень хорошим и вежливым персоналом!",1
Всё чисто. Претензий нет. Стоят кассы самообслуживания. Бывают очереди,1
"На полке одна цена, на кассе совсем другая",0
"В этой Пятёрочки,как обычно треш... .Полки полупустые...,зато товар стоит на поддонах,загромождая и так тесные проходы,раскладывать не кому...",0
"Маленькая пятёрочка, ходишь как по комнатам в квартире. ",0
Стабильный Спокойный Персонал,1
"Хороший, просторный магазин. Если надо всегда вторую кассу подключают
",1
"Ближе, чем Пискарёвский 39, но 2 этажа.
Не очень удобно. Бухло при входе, а хлеб в дальнем углу второго этажа...",1
Бывают очереди.,1
"Отличная Пятерочка. После ремонта торговые площажи увеличены. Есть своя мини пекарня, кассы самообслуживания.",1
"Паршивенькая, грязная, неудобная, планировка адская, входные двери сделали уже прохода, который и так узкий, кассы расположены неудобно, в целом всё неудачно.",0
Вполне,1
"Нормально, но можно лучше",1
Кассиры и их манера обслуживания оставляет желать лучшего. Печникова Лариса в очень хамской форме обслуживает покупателей,0
Удобно расположен,1
Очень хороший коллектив все свежее,1
В целом всё норм. Есть кассы самообслуживания,1
"я была в шоке когда пришла первый раз, всё сделано как лабиринт, но плюс на кассе мне дали свою карточку потому что я не могла найти свою.",0
"Персонал хороший, но начальство их не ценит. Не нормального руководства в магазине, чтобы навести порядок",1
"Хороший магазин, каждый день закупаюсь там. Отличный персонал, здороваются улыбаются. Всегда помогают. Очень нравиться кассы самообслуживания.",1
"Большой ассортимент, чистота, кассы самообслуживания очень выручают! Хороший персонал, молодцы в общем! Так держать! 
P.S. Ну и припарковаться есть где!)))",1
"Везде грязь, овощи не перебирают, кассиры злые вечно, ценники постоянно не соответствуют действительности, ужас, одним словом",0
"Обычная ""Пятерочка"", размер средний, все товары в наличии.",1
Персонал очень вежливый и отзывчивый. Чисто.,1
Классная петерочка и всегда сладкие ценники,1
"Пятёрочка очень хорошая,но бывает не свежие продукты.Персонал пятёрке хороший.",1
Большой просторный магазин. Товара много.,1
"Бывают акции с дешовыми ценами,большой выбор  товара,многое дишевле чем в других местах.",1
"Замечательный магазин. Не ошибусь, если скажу, что это одна из лучших ""Пятерочек"" в городе.",1
"Хороший магазин, приветливый персонал.",1
Банкомат тинькоф прям в тему. Жаль пекарни нет.,1
"Чистый магазин, хороший персонал 
Продавец Лариса помогла с выбором товара ",1
Большой торговый зал и постоянно очереди в кассе.,1
Всё норм для такого места,1
"Очень хорошо стало после ремонта. Прсторно, чисто. Большой выбор товаров.",1
"Очень просторный магазин, большой ассортимент, чисто, уютно, и очень милый персонал!",1
Ужасная забегаловка с дикими ценами и не свежими продуктами. В результате половину выкидывают на помойку чему рады местные Бомжи и Бомжихи,0
Пятерка как Пятерка.,1
"На много лучше стал с моего последнего визита, особенно мне понравилось зона кафе( кофе, выпечка и наличие обедов). Советую.",1
"Отлично 
",1
Супер,1
Обычная пятерочка все как везде но новая,0
Все дорого с каждым днем ещё больше дороже слишком быстро цены растут на все продукты,0
"Наиболее современный и приличный из мини-супермаркетов в округе. Относительно чисто. Выбор средний. При открытии в магазине ещё играла приятная музыка, теперь - нет",1
"Магазин отличный,светлый,не  далеко от дома.Продавцы вежливые,большой выбор товара.",1
"Хороший ассортимент, быстрое и качественное обслуживание.",1
Хорошая пятёрочка,1
"Домашняя пятёрочка. Когда много народу в кассах, можно оплачивать все товары через кассу алкогольного отдела.",1
"Не уютно, не чисто, выбор товара ограничен",0
Ассортимент не богатый,0
"Стала лучше, чем была.
Но иногда очереди.",1
"После ремонта стало уютно, нравится свежая выпечка.",1
"Ассортимент очень скудный, хороших фруктов и овощей не завозят, мяса норм не купить.  Товар на полках явно залежавшийся.",0
там почти низкие цены,1
Лучше чем соседний.,0
"Слишком маленький,тесно.",0
"Хорошие товары, персонал приветливый, чисто, свежая выпечка, есть кассы самообслуживания, хороший магазин и не далеко от дома. Часто там бываем",1
"Хорошая большая 5 ка, мне показалось выбор бытовой химии и  пр. непродовольственных товаров небольшой",1
Ок,1
"Как и все, пришёл купил ушёл. Лично мне нужен Мясной отдел. Думал будут в новых, но нет. Новые пятёрочки, они другие конечно. Но все тоже самое. ",1
Отличные булочки :),1
Хороший магазин шаговой доступности. Качественные продукты. Хорошее обслуживание.,1
Небольшие очереди. Только продуктовый. Очень заметен с улицы.,1
"Магазин хороший , персонал отличный , всегда найдёшь все что хочешь , не найдёшь помогут сотрудники , и самое главное близко к дому , вежливые приятные сотрудники . ",1
Магазин очень хороший вежливый коллектив  подскажут где лежит товар который нужен ,1
"Маленькие отделы, лабиринт а не магазин . На ремонт. Закрыта!! Может после будет лучше",0
"Много очередей
И не очень чисто",1
"В торговом зале порядок, чисто, работники приходят на помощь по любому вопросу.
Нет столпотворения в кассах. Товар качественный, цены не завышены",1
"Ну лучше некоторых, обычно пятёрочки некоторые грязноваты",1
"Худшая пятёрочка. Ассортимент маленький, молока порой не купишь. Помещение огромное, а заполнение непутёвое.",0
"Большой ассортимент, кассиры вежливые. Ценники правильные и на всех товарах, в отличии от Магнита",1
"Образцовый маг из сети. Бывают сбои ввиде нежелания вынести имеющийся в остатках товар, но в целом, если брать общий бардак в сети - команда молодцы.",1
Отличный магазин. Внутри чисто. Товар почти всегда есть.,1
Прекрасное обслуживание. Чисто. Пахнет свежей выпечкой.,1
"Цена на кассе вечно не соответствует цене в зале. Будьте внимательны, обходите стороной.

",0
"Хороший магазин, приятные цены",1
"Отличный магазин, с огромным выбором продуктов и интересным интерьером.",1
Тесновато помещение. Выбор товара достойный.,1
Очень хорошее место,1
"Нравится это магазин, но бывает ценника не найдёшь, за это минус 1 звезда, вкусный хлеб-пекут сами.",1
"Кассы самообслуживания топ, и редизайн сделанный сколько то лет назад, но по ассортименту пока не пять звёзд.",1
Набор продуктов стандартный. У остановки автобуса. Выпечка и свой хлеб понравился.,1
"Обычная пятёрка, только входная зона довольно странная и проходы между торговыми стеллажами узкие. А так все обычно. Продавцы мне однажды помогали, как родной)))))",1
Не самая лучшая пятёрочка которую видела. Ближе к плохой,0
"Удобное расположение , хороший ассортимент .",1
"Регулярные скидки . Вежливые работники зала и кассиры . Чисто . Многообразие товара . "" Пятерка выручает "".",1
"Удобно расположен товары, можно спросить кассира, где найти товар, обьяснят",1
"будьте внимательны
надписи со скидками очень обманчивы
пришел домой , проверил чек , вернул товар , деньги на карту пришли на третий день .",0
"Очень классная пятёрочка! Очень милые женщины работают. Всегда приятно зайти, чисто и не было претензий ни разу к срокам годности.",1
Очень маленький ассортимент ,0
"В магазине 4 кассы с касиром, работают только 2, да и то невсегда. ",1
Хороший магазин регулярные скидки,1
"Цены стали уже не на ""пятерочку"", терминалы оплаты картой постоянно глючат. Кассиров мало, в общем обычный бомж магазин, больше сельпо. ",0
Отличный персонал и всегда есть нужные продукты ,1
Мало товара. Сотрудники хорошие и честные.,0
Нормальный магазин,1
"в целом - более менее, но магазин очень маленький и персонал иногда грубит",1
Отличный магазин. Всё что нужно в дорогу можно купить всё в одном месте!!! Никуда далеко ходить не нужно... Даже носки...,1
"Магазин светлый, чистый очень комфортный. Приятно в нем отовариваться. Весь персонал опрятный и вежливый. ",1
Работал в Петергофе ходил в эту 5ку хороший магазин а вообще в пятерочках я ни где не видел плохих коллективов подскажут и если честно всё как-то ровненько,1
"Не большой и уютный магазин. Всегда чисто и аккуратно. Пережил конкуренцию с магнитом (теперь вместе магнита магазин щедрый, но тоже не очень пользуется популятностью).",1
"Ничем не отличающаяся от остальных пятерочек, после ремонта конечно чисто и хорошо.",1
Обман с ценами на скидки,0
"Сервис 5 оставляет желать лучшего. Из 10ти касс работает 1-2 , в вечернее время постоянная очередь до 10 человек у кассы. ",0
"Плохой магазин, путают ценники и иногда хамят продавцы, но магазинов в округе практически нет.",0
Фуры ставят так что не обойти никак. ,0
"Приятный магазин и хороший ассортимент, но нет презервативов Vizit  и поэтому только 4 звезды ",1
Хорошая пятёрочка. Выше средней температуры по больнице.,1
"Удобно, магазин прямо в доме, есть кассы самообслуживания. В целом все отлично но, ещё бы хотелось чуть побольше пространства в магазине и шире ассортимент.",1
"Очень хороший магазин, персонал очень приветливый, всё понравилось и буду советовать своим знакомимся. Спасибо! ",1
Всё время цены всё неправильно и долгая очередь пирожки не горячее всё на этом всё до свидания,0
"Время работы очень радует: с 7 утра до 2-х ночи. Ассортимент широкий, есть кассы самообслуживания",1
Небольшой магазин. Ограниченное количество товара.,1
Маленький ассортимент.,0
"Есть все необходимое,часто акции, приветливый персонал",1
Работает одна касса за оплату наличными. Этого не достаточно...,0
Вежливые продавцы,1
"Хорошие акции, а без акций стало дорого, особенно напитки!",1
Отличный магазин,1
"Любимая Пятёрочка. Близко от дома, чисто, хорошие работники",1
"Всё в порядке, персонал хороший. Но ступеньки к магазины оставляют делать лучшего, можно с них свалиться и в летнее время",1
"Всегда хожу в эту пятëрку. Хороший директор, отзывчивые и вежливые кассиры. Просрочки не видела. Чисто. Мне все нравится. ",1
"Магазин работает ло 23 часов. В 21 час половина полок пустая, никто не следит за выкладкой товара на полки! И так каждый день",0
"В магазине чисто, раскладка товара по полкам логичная, продавцы вежливые. Товар качественный",1
"Грязновато и много алкоголиков, но другого магазина рядом нет, приходится посещать его",1
Хороший магазине,1
"Мне нравится! Очень удобна. Этот магазин такой-же, как и магнит 😻😻",1
"Проклятое место) Раньше тут была хреновая Полушка, теперь одна из самых неудачных Пятёрочек в Кронштадте.",0
"Восхитительный магазин, всё что надо есть
Персонал отличный
",1
Очень удобный магазин. Все есть необходимое.,1
Круглосуточный магазин. Достаточно большой и просторный. Предпочитаю за продуктами ходить именно сюда. ,1
Удобно находится рядом с домом,1
Все как во всех продуктовых от Сахалина до Калининграда,0
Не всегда есть акционные товары так как магазин малого формата.,1
"Классный магаз, вроде бы все есть, кроме презервативов Vizit! Ставлю 4",1
Пятёрочка как петерочка много продуктов и хороший персонал,1
Маленькая,0
"Хороший магазин с хорошим ассортиментом, с хорошим персоналом",1
"Хорошее месторасположение. Достаточный ассортимент, но немного тесновато.",1
"Всегда чисто,ассортимент на уровне,очень хороший и отзывчивый пнрсонал",1
"Моя пятерочка около дома, хожу туда почти каждый день, удобно. Я очень рада что недавно появились пончики)
Обожаю магазин пятёрочка 5 звёзд.",1
"Хороший персонал, но работает одна, ну максимум две кассы). А так пятерка как пятерка.",1
"Маленький магазин, очередей почти не бывает, ассортимент как и во всех только в урезанном варианте",1
Нормальный магазин,1
Опрятно приятно. Хороший магаз✌️,1
"Все хорошо продумано с точки зрения размещения товаров,коллектив общителен и вежлив!",1
Хороший лобаз,1
"Обычная пятёрочка как и всё, не удобно, что химия, соки и лимонады надо спускаться, с коляской очень не удобно, а так как во всех..",1
"Отличный гастроном, свежие фрукты и овощи. Не сразу вход нашел так как магазин довольно огромный.",1
Маленькое помещение,0
"Очереди у касс  бывают редко. Расположение магазина удобное, ассортимент удовлетворяет",1
"Хороший магазин, вежливое обслуживание",1
"Удобно ходить. Спустился, через арку вышел, повернул налево и ты уже в магазине. ",1
"Вот, друзья, магазин- чудо чудное)) В небольшом городке современный чистенький, новенький магазин!👍",1
Мне там выпечка в пекарне нравится. Улитки только у них сыроваты. А в целом хороший магазин.,1
Очень хороший ассортимент! Большая площадь магазина,1
Все понравилось отзывчивый персонал .,1
Хороший ассортимент и вежливый персонал,1
Хороший магазин.,1
"Нормальная Пятерка, ассортимент товаров ограничен в силу небольшого помещения магазина, кассиры всегда на месте, вежливые.",1
"Большая, просторная, много товара, терминалы для оплаты помимо касс.",1
Часто бывает что интересное и со скидками.,1
"Персонал вежливый, но постоянно воняет, и посетители в основном пьющая публика",0
"Шикарный магазин, отзывчивый и клиентоорентированный персонал, всегда свежие фрукты и овощи, богатый ассортимент.",1
В удобном месте,1
Все кассы самообслуживания не работают. При чем уже длительное время.,0
"Не самый лучший,но всегда по пути к дому. Цены завышены для такогл магазина эконом класса.",1
Красиво часто бывает скидки,1
"Обычная 5-ка,средней паршивости,от 50 % вниз по площади и размещению товаров.
",0
Большая и хорошая,1
Молодцы!,1
Паркока маленькая мест никогда нету,1
